conversation_id,Conversational Authenticity,Threat Severity,clean_conversation_text,sanitized_conversation_text,has_narrative_leakage,text_length,word_count,exclamation_count,question_count,uppercase_ratio,digit_count,url_present,urgency_keyword_present,sensitive_request_keyword_present,task_domain,channel,Communication Medium,Emotional State,Verification Behavior,urgency_score_0_10
2911,Fake,Critical,"A fake-looking conversation about charity donation asks the receiver to avoid calling the official office, while the sender adds emotional pressure after the receiver hesitates and avoids a clear identity check. The risk increases because the message links charity donation with panic and immediate compliance.","about charity donation asks the receiver to avoid calling the official office, while the sender adds emotional pressure after the receiver hesitates and avoids a clear identity check. the message links charity donation with panic and immediate compliance.",True,310,45,0,0,0.0076,0,0,1,0,charity donation,SMS,Voice Transcript,panic,Avoids verification,7
19674,Real,Low,"The exchange concerns discussing travel arrangements, where Ali provides a reasonable explanation, allows the receiver to confirm later, and waits for the receiver to respond normally. The conversation remains focused on coordination rather than pressure or reward.","The exchange concerns discussing travel arrangements, where Ali provides a reasonable explanation, allows the receiver to confirm later, and waits for the receiver to respond normally. The conversation remains focused on coordination rather than pressure or reward.",False,265,37,0,0,0.0134,0,0,0,0,social media account,SMS,Text,trust,No verification needed,0
16605,Real,Low,"Zainab follows up with the hospital desk about requesting updated bank details, but the message remains safe because it keeps the conversation focused on the original topic and avoids emotional pressure. The request is linked to requesting updated bank details, and no confidential credential is requested.","Zainab follows up with the hospital desk about requesting updated bank details, but. The request is linked to requesting updated bank details, and no confidential credential is requested.",True,306,46,0,0,0.0078,0,0,0,1,investment platform,Voice Transcript,Voice Transcript,trust,Allows verification,2
7064,Fake,High,"The sender creates a believable story around asking for permission to submit late, but then avoids naming the branch or office, applies fear pressure, and requests that the receiver reply with card details. The conversation attempts to control the receiver's next action rather than allow independent verification.","The sender creates a believable story around asking for permission to submit late, but then avoids naming the branch or office, applies fear pressure, and requests that the receiver reply with card details. The conversation attempts to control the receiver's next action rather than allow independent verification.",False,314,47,0,0,0.0076,0,0,0,0,exam registration,Email,Voice Transcript,fear,Refuses call-back,8
18023,Fake,Low,"The message reads like an AI-generated response because it summarizes following up on an appointment, uses balanced formal wording, and does not react naturally to the receiver's concern. The risk increases because the message links insurance claim with trust and immediate compliance.","The message reads like an AI-generated response because it summarizes following up on an appointment, uses balanced formal wording, and does not react naturally to the receiver's concern. the message links insurance claim with trust and immediate compliance.",True,285,42,0,0,0.0168,0,0,1,0,insurance claim,Social Media DM,Text,trust,Avoids verification,3
16107,Fake,Critical,"The conversation starts with a normal greeting and then connects job recruitment with a sudden warning, adds emotional pressure after the receiver hesitates, and pressures the receiver to install a remote access app before checking the source. The suspicious part is that the sender says the issue cannot wait until morning while demanding that the receiver click an unknown payment link.","The conversation starts with a normal greeting and then connects job recruitment with a sudden warning, adds emotional pressure after the receiver hesitates, and pressures the receiver to install a remote access app before checking the source. the sender says the issue cannot wait until morning while demanding that the receiver click an unknown payment link.",True,388,61,0,0,0.0062,0,0,0,0,job recruitment,Email,Voice Transcript,fear,Pushes immediate action,8
1791,Real,Low,"Ali follows up with the pharmacy desk about checking availability for a call, but the message remains safe because it mentions a mutually known detail and avoids emotional pressure. The request is linked to checking availability for a call, and no confidential credential is requested.","Ali follows up with the pharmacy desk about checking availability for a call, but. The request is linked to checking availability for a call, and no confidential credential is requested.",True,285,45,0,0,0.0084,0,0,0,1,visa documentation,WhatsApp,Email,trust,No verification needed,0
3389,Fake,Critical,"The account holder is told that connects family emergency with a sudden warning, asks for a screenshot of a confirmation code, and pressures the receiver to approve a suspicious request before checking the source. The receiver is not given a safe chance to confirm the claim through the conference secretariat.","The account holder is told that connects family emergency with a sudden warning, asks for a screenshot of a confirmation code, and pressures the receiver to approve a suspicious request before checking the source. The receiver is not given a safe chance to confirm the claim through the conference secretariat.",True,310,50,0,0,0.0078,0,0,0,0,family emergency,Voice Transcript,Voice Transcript,guilt,Requests secrecy,8
19781,Fake,Medium,"The reply about following up on a courier delay in property rental is fluent and overly structured; it gives broad guidance, avoids naming the branch or office, and lacks personal conversational memory. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","The reply about following up on a courier delay in property rental is fluent and overly structured; it gives broad guidance, avoids naming the branch or office, and lacks personal conversational memory. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",False,295,45,0,0,0.0081,0,0,0,0,property rental,WhatsApp,Text,authority,Pushes immediate action,2
2262,Fake,High,"The sender repeats support-style phrases about job recruitment, ignores clarification, and keeps moving the user toward a suspicious external form. The receiver is not given a safe chance to confirm the claim through the university portal.","The sender repeats support-style phrases about job recruitment, ignores clarification, and keeps moving the user toward a suspicious external form. The receiver is not given a safe chance to confirm the claim through the university portal.",True,239,36,0,0,0.0101,0,0,0,0,job recruitment,Email,SMS,authority,Pushes immediate action,6
19077,Fake,Critical,"The conversation becomes risky because it uses authority pressure, claims the old number is unavailable, and pushes the receiver to pay a small release fee without normal verification. The suspicious part is that the sender uses unusually polished wording for a personal emergency while demanding that the receiver pay a small release fee.","The conversation becomes risky because it uses authority pressure, claims the old number is unavailable, and pushes the receiver to pay a small release fee without normal verification. the sender uses unusually polished wording for a personal emergency while demanding that the receiver pay a small release fee.",True,339,53,0,0,0.0071,0,0,0,1,family emergency,Voice Transcript,Text,authority,Pushes immediate action,10
14644,Fake,Critical,"The message imitates the insurance office, creates a deadline around mobile wallet, gives no verifiable institutional contact, and discourages the receiver from verifying independently. The risk increases because the message links mobile wallet with sympathy and immediate compliance.","The message imitates the insurance office, creates a deadline around mobile wallet, gives no verifiable institutional contact, and discourages the receiver from verifying independently. the message links mobile wallet with sympathy and immediate compliance.",True,284,38,0,0,0.0083,0,0,1,0,mobile wallet,Email,Voice Transcript,sympathy,Pushes immediate action,9
5914,Fake,High,"A fake-looking conversation about research collaboration asks the receiver to pay a small release fee, while the sender avoids naming the branch or office and avoids a clear identity check. The risk increases because the message links research collaboration with panic and immediate compliance.","about research collaboration asks the receiver to pay a small release fee, while the sender avoids naming the branch or office and avoids a clear identity check. the message links research collaboration with panic and immediate compliance.",True,294,44,0,0,0.0081,0,0,1,1,research collaboration,Chat App,Voice Transcript,panic,Refuses call-back,8
14286,Fake,Medium,"The reply about following up on a courier delay in telecom support is fluent and overly structured; it gives broad guidance, uses formal wording inconsistent with earlier messages, and lacks personal conversational memory. The risk increases because the message links telecom support with confusion and immediate compliance.","The reply about following up on a courier delay in telecom support is fluent and overly structured; it gives broad guidance, uses formal wording inconsistent with earlier messages, and lacks personal conversational memory. the message links telecom support with confusion and immediate compliance.",True,324,47,0,0,0.0073,0,0,1,0,telecom support,WhatsApp,Text,confusion,Avoids verification,1
15183,Fake,Critical,"A suspicious sender pretends to be Government Officer, claims there is a problem in clinic follow-up, says the issue cannot wait until morning, and asks the receiver to install a remote access app. The conversation attempts to control the receiver's next action rather than allow independent verification.","pretends to be Government Officer, claims there is a problem in clinic follow-up, says the issue cannot wait until morning, and asks the receiver to install a remote access app. The conversation attempts to control the receiver's next action rather than allow independent verification.",True,305,47,0,0,0.0159,0,0,0,0,clinic follow-up,Social Media DM,WhatsApp,urgency,Avoids verification,9
3580,Fake,High,"A bot-like sender announces a benefit linked to tax office, offers a reward for immediate confirmation, and repeatedly asks the receiver to install a remote access app. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","A bot-like sender announces a benefit linked to tax office, offers a reward for immediate confirmation, and repeatedly asks the receiver to install a remote access app. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",False,261,40,0,0,0.0092,0,0,1,0,tax office,WhatsApp,Chat App,reward,Avoids verification,8
4788,Fake,High,"A long explanation about scholarship application appears polished but shallow, with generic reassurance, pushes the receiver away from normal support channels, and no specific shared background. The risk increases because the message links scholarship application with confusion and immediate compliance.","A long explanation about scholarship application appears polished but shallow, with generic reassurance, pushes the receiver away from normal support channels, and no specific shared background. the message links scholarship application with confusion and immediate compliance.",True,304,40,0,0,0.0077,0,0,1,0,scholarship application,Voice Transcript,Email,confusion,Avoids verification,5
6215,Real,Low,"Olivia writes about clarifying assignment requirements in the exam registration setting, and the conversation stays practical because the sender gives a clear non-financial purpose and simply asks the receiver to send the revised file. The conversation remains focused on coordination rather than pressure or reward.","Olivia writes about clarifying assignment requirements in the exam registration setting, and the conversation stays practical because the sender gives a clear non-financial purpose and simply asks the receiver to send the revised file. The conversation remains focused on coordination rather than pressure or reward.",False,316,45,0,0,0.0075,0,0,0,0,exam registration,Chat App,Voice Transcript,trust,Provides normal verification,2
3116,Fake,Medium,"The message reads like an AI-generated response because it summarizes sending a polite reminder, uses balanced formal wording, and does not react naturally to the receiver's concern. The risk increases because the message links banking with confusion and immediate compliance.","The message reads like an AI-generated response because it summarizes sending a polite reminder, uses balanced formal wording, and does not react naturally to the receiver's concern. the message links banking with confusion and immediate compliance.",True,276,40,0,0,0.0173,0,0,1,0,banking,Email,Text,confusion,Pushes immediate action,2
1562,Fake,High,"A scripted message from the pharmacy desk claims an opportunity is available, uses generic greetings, and pushes the receiver to upload an identity document. The suspicious part is that the sender mentions a delayed verification window while demanding that the receiver click an unknown payment link.","A scripted message from the pharmacy desk claims an opportunity is available, uses generic greetings, and pushes the receiver to upload an identity document. the sender mentions a delayed verification window while demanding that the receiver click an unknown payment link.",True,300,46,0,0,0.008,0,0,0,0,visa documentation,Email,Chat App,curiosity,Pushes immediate action,9
8044,Suspicious,Medium,"The sender references following up on an appointment naturally at first, yet the later wording becomes formal, optimized, and emotionally persuasive. The receiver is not given a safe chance to confirm the claim through the visa center.","The sender references following up on an appointment naturally at first, yet the later wording becomes formal, optimized, and emotionally persuasive. The receiver is not given a safe chance to confirm the claim through the visa center.",True,235,37,0,0,0.0103,0,0,0,0,scholarship application,Email,Email,reward,Allows verification,3
4674,Suspicious,High,"Hina's message begins with a human note about following up on a courier delay, then becomes unusually polished, uses a new contact number without explanation, and adds persuasive pressure near the end. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","Hina's message begins with a human note about following up on a courier delay, then becomes unusually polished, uses a new contact number without explanation, and adds persuasive pressure near the end. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",False,294,45,0,0,0.0082,0,0,0,0,banking,Chat App,Text,trust,Allows verification,4
18894,Fake,Critical,"The sender creates a believable story around confirming attendance, but then gives no verifiable institutional contact, applies guilt pressure, and requests that the receiver install a remote access app. The suspicious part is that the sender says the issue cannot wait until morning while demanding that the receiver install a remote access app.","The sender creates a believable story around confirming attendance, but then gives no verifiable institutional contact, applies guilt pressure, and requests that the receiver install a remote access app. the sender says the issue cannot wait until morning while demanding that the receiver install a remote access app.",True,346,53,0,0,0.0069,0,0,0,0,exam registration,Voice Transcript,Voice Transcript,guilt,Requests secrecy,7
11651,Suspicious,Medium,The text appears edited by AI because it combines ordinary conversational fragments with a refined call to action about online shopping. The suspicious part is that the sender refers to a blocked dashboard notification while demanding that the receiver upload an identity document.,it combines ordinary conversational fragments with a refined call to action about online shopping. the sender refers to a blocked dashboard notification while demanding that the receiver upload an identity document.,True,281,43,0,0,0.0169,0,0,0,0,online shopping,Voice Transcript,Email,reward,Allows verification,8
12269,Suspicious,Medium,"A partially human message discusses confirming a payment receipt, but the final request is reframed with polished language, asks the receiver not to discuss the matter, and stronger compliance pressure. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","A partially human message discusses confirming a payment receipt, but the final request is reframed with polished language, asks the receiver not to discuss the matter, and stronger compliance pressure. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",False,295,43,0,0,0.0081,0,0,0,0,university administration,Email,Chat App,trust,Allows verification,5
1912,Fake,High,"A fake-looking conversation about visa documentation asks the receiver to confirm a login code, while the sender uses unusually polished wording for a personal emergency and avoids a clear identity check. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","about visa documentation asks the receiver to confirm a login code, while the sender uses unusually polished wording for a personal emergency and avoids a clear identity check. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",True,297,44,0,0,0.008,0,0,0,0,visa documentation,Email,Voice Transcript,fear,Requests secrecy,10
18184,Fake,High,"The message imitates the HR department, creates a deadline around university administration, mentions a delayed verification window, and discourages the receiver from verifying independently. The conversation attempts to control the receiver's next action rather than allow independent verification.","The message imitates the HR department, creates a deadline around university administration, mentions a delayed verification window, and discourages the receiver from verifying independently. The conversation attempts to control the receiver's next action rather than allow independent verification.",False,299,38,0,0,0.0156,0,0,1,0,university administration,Voice Transcript,Text,urgency,Refuses call-back,9
1733,Fake,Critical,"A fake-looking conversation about university administration asks the receiver to upload an identity document, while the sender mentions a delayed verification window and avoids a clear identity check. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","about university administration asks the receiver to upload an identity document, while the sender mentions a delayed verification window and avoids a clear identity check. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",True,293,41,0,0,0.008,0,0,0,0,university administration,Chat App,Voice Transcript,urgency,Avoids verification,9
3711,Fake,Critical,"The message imitates the HR department, creates a deadline around government service, adds emotional pressure after the receiver hesitates, and discourages the receiver from verifying independently. The risk increases because the message links government service with urgency and immediate compliance.","The message imitates the HR department, creates a deadline around government service, adds emotional pressure after the receiver hesitates, and discourages the receiver from verifying independently. the message links government service with urgency and immediate compliance.",True,301,40,0,0,0.0156,0,0,1,0,government service,Voice Transcript,Text,urgency,Requests secrecy,9
5576,Suspicious,High,"The sender references confirming office hours naturally at first, yet the later wording becomes formal, optimized, and emotionally persuasive. The conversation attempts to control the receiver's next action rather than allow independent verification.","The sender references confirming office hours naturally at first, yet the later wording becomes formal, optimized, and emotionally persuasive. The conversation attempts to control the receiver's next action rather than allow independent verification.",False,250,33,0,0,0.0094,0,0,0,0,parcel delivery,Email,Text,authority,Allows verification,8
10539,Fake,Critical,"The message imitates the travel agency, creates a deadline around clinic follow-up, mentions a deadline that was never announced, and discourages the receiver from verifying independently. The risk increases because the message links clinic follow-up with guilt and immediate compliance.","The message imitates the travel agency, creates a deadline around clinic follow-up, mentions a deadline that was never announced, and discourages the receiver from verifying independently. the message links clinic follow-up with guilt and immediate compliance.",True,287,40,0,0,0.0083,0,0,1,0,clinic follow-up,Voice Transcript,WhatsApp,guilt,Requests secrecy,10
12289,Real,Low,"Kashif writes about asking for a location pin in the tax office setting, and the conversation stays practical because the sender accepts a normal call-back and simply asks the receiver to use the official portal. The request is linked to asking for a location pin, and no confidential credential is requested.","Kashif writes about asking for a location pin in the tax office setting, and the conversation stays practical because the sender accepts a normal call-back and simply asks the receiver to use the official portal. The request is linked to asking for a location pin, and no confidential credential is requested.",False,309,51,0,0,0.0079,0,0,0,1,tax office,Voice Transcript,Email,trust,Allows verification,2
9809,Fake,High,"The receiver notices that the sender connects online shopping with a sudden warning, asks for a screenshot of a confirmation code, and pressures the receiver to transfer money quickly before checking the source. The conversation attempts to control the receiver's next action rather than allow independent verification.","The receiver notices that the sender connects online shopping with a sudden warning, asks for a screenshot of a confirmation code, and pressures the receiver to transfer money quickly before checking the source. The conversation attempts to control the receiver's next action rather than allow independent verification.",False,319,47,0,0,0.0075,0,0,0,1,online shopping,Email,Voice Transcript,sympathy,Requests secrecy,9
15765,Fake,High,"The conversation becomes risky because it uses guilt pressure, says the issue cannot wait until morning, and pushes the receiver to pay a small release fee without normal verification. The conversation attempts to control the receiver's next action rather than allow independent verification.","The conversation becomes risky because it uses guilt pressure, says the issue cannot wait until morning, and pushes the receiver to pay a small release fee without normal verification. The conversation attempts to control the receiver's next action rather than allow independent verification.",False,292,43,0,0,0.0082,0,0,0,1,medical lab report,Social Media DM,Voice Transcript,guilt,Refuses call-back,9
12719,Fake,High,"The sender creates a believable story around confirming document submission, but then uses formal wording inconsistent with earlier messages, applies guilt pressure, and requests that the receiver click an unknown payment link. The suspicious part is that the sender asks for a screenshot of a confirmation code while demanding that the receiver reply with card details.","The sender creates a believable story around confirming document submission, but then uses formal wording inconsistent with earlier messages, applies guilt pressure, and requests that the receiver click an unknown payment link. the sender asks for a screenshot of a confirmation code while demanding that the receiver reply with card details.",True,370,56,0,0,0.0065,0,0,0,0,charity donation,WhatsApp,Voice Transcript,guilt,Pushes immediate action,9
7341,Fake,High,"The message imitates the pharmacy desk, creates a deadline around online shopping, changes the topic when asked for proof, and discourages the receiver from verifying independently. The receiver is not given a safe chance to confirm the claim through the pharmacy desk.","The message imitates the pharmacy desk, creates a deadline around online shopping, changes the topic when asked for proof, and discourages the receiver from verifying independently. The receiver is not given a safe chance to confirm the claim through the pharmacy desk.",True,269,42,0,0,0.009,0,0,1,0,online shopping,WhatsApp,Voice Transcript,sympathy,Pushes immediate action,9
1117,Fake,Medium,"A long explanation about insurance claim appears polished but shallow, with generic reassurance, adds a reference number without a traceable source, and no specific shared background. The conversation attempts to control the receiver's next action rather than allow independent verification.","A long explanation about insurance claim appears polished but shallow, with generic reassurance, adds a reference number without a traceable source, and no specific shared background. The conversation attempts to control the receiver's next action rather than allow independent verification.",False,291,40,0,0,0.0081,0,0,0,0,insurance claim,Email,Email,authority,Avoids verification,6
11242,Real,Low,"The dialogue is consistent with genuine communication because it discusses asking about missing documents, allows the receiver to confirm later, and contains no hidden identity claim. The receiver can verify it through the government helpdesk, so the risk remains limited.",", allows the receiver to confirm later, and contains no hidden identity claim. The receiver can verify it through the government helpdesk,.",True,272,40,0,0,0.0088,0,0,0,0,investment platform,Email,Text,trust,No verification needed,0
18442,Real,Low,"In a normal conversation about rescheduling a session, the sender asks to bring the printed form, gives enough background, and does not force immediate action. The receiver can verify it through the bank, so the risk remains limited.","In a normal conversation about rescheduling a session, the sender asks to bring the printed form, gives enough background, and does not force immediate action. The receiver can verify it through the bank,.",True,233,38,0,0,0.0105,0,0,1,0,banking,WhatsApp,Voice Transcript,trust,No verification needed,2
2867,Fake,High,"The text uses smooth transitions and complete sentences about hospital appointment, yet it feels artificial because it ignores the practical question raised earlier. The risk increases because the message links hospital appointment with trust and immediate compliance.","The text uses smooth transitions and complete sentences about hospital appointment, yet it feels artificial because it ignores the practical question raised earlier. the message links hospital appointment with trust and immediate compliance.",True,268,37,0,0,0.0087,0,0,1,0,hospital appointment,Email,Email,trust,Avoids verification,6
9086,Fake,High,The automated conversation does not respond meaningfully; it repeats instructions about banking and pressures the receiver to act. The receiver is not given a safe chance to confirm the claim through the travel agency.,The automated conversation does not respond meaningfully; it repeats instructions about banking and pressures the receiver to act. The receiver is not given a safe chance to confirm the claim through the travel agency.,True,218,34,0,0,0.011,0,0,0,0,banking,WhatsApp,Social Media DM,reward,Avoids verification,9
5410,Fake,Critical,"A suspicious sender pretends to be Child, claims there is a problem in investment platform, shares a shortened link instead of an official portal, and asks the receiver to upload an identity document. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","pretends to be Child, claims there is a problem in investment platform, shares a shortened link instead of an official portal, and asks the receiver to upload an identity document. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",True,293,46,0,0,0.0123,0,0,0,0,investment platform,SMS,Voice Transcript,sympathy,Refuses call-back,10
4062,Fake,High,"The message imitates the clinic reception, creates a deadline around electricity complaint, uses formal wording inconsistent with earlier messages, and discourages the receiver from verifying independently. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","The message imitates the clinic reception, creates a deadline around electricity complaint, uses formal wording inconsistent with earlier messages, and discourages the receiver from verifying independently. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",False,299,39,0,0,0.0078,0,0,1,0,electricity complaint,WhatsApp,Text,panic,Requests secrecy,7
13144,Real,Low,"In a normal conversation about checking availability for a call, the sender asks to confirm the address, gives enough background, and does not force immediate action. The conversation remains focused on coordination rather than pressure or reward.","In a normal conversation about checking availability for a call, the sender asks to confirm the address, gives enough background, and does not force immediate action. The conversation remains focused on coordination rather than pressure or reward.",False,247,37,0,0,0.0097,0,0,1,0,visa documentation,Chat App,Voice Transcript,none,Allows verification,2
13396,Fake,Critical,"A suspicious sender pretends to be Investment Advisor, claims there is a problem in parcel delivery, shares a shortened link instead of an official portal, and asks the receiver to reply with card details. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","pretends to be Investment Advisor, claims there is a problem in parcel delivery, shares a shortened link instead of an official portal, and asks the receiver to reply with card details. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",True,298,47,0,0,0.0162,0,0,0,0,parcel delivery,Email,Voice Transcript,guilt,Avoids verification,7
3027,Real,Low,"In a normal conversation about confirming a supervisor meeting, the sender asks to bring the printed form, gives enough background, and does not force immediate action. The sender gives the receiver enough time to check the details before replying.","In a normal conversation about confirming a supervisor meeting, the sender asks to bring the printed form, gives enough background, and does not force immediate action. The sender gives the receiver enough time to check the details before replying.",False,248,39,0,0,0.0098,0,0,1,0,research collaboration,Social Media DM,Voice Transcript,trust,Provides normal verification,1
10861,Fake,Critical,"The sender creates a believable story around asking for class notes, but then changes the topic when asked for proof, applies authority pressure, and requests that the receiver pay a small release fee. The receiver is not given a safe chance to confirm the claim through the bank.","The sender creates a believable story around asking for class notes, but then changes the topic when asked for proof, applies authority pressure, and requests that the receiver pay a small release fee. The receiver is not given a safe chance to confirm the claim through the bank.",True,280,48,0,0,0.0088,0,0,0,1,banking,Social Media DM,Text,authority,Avoids verification,10
17916,Fake,Medium,"The generated-looking message provides neat steps for requesting a fee challan, but the tone is too uniform and the sender avoids naming the branch or office. The conversation attempts to control the receiver's next action rather than allow independent verification.","The generated-looking message provides neat steps for requesting a fee challan, but the tone is too uniform and the sender avoids naming the branch or office. The conversation attempts to control the receiver's next action rather than allow independent verification.",False,266,40,0,0,0.009,0,0,0,0,university administration,Chat App,Chat App,trust,Allows verification,2
16843,Fake,Medium,"A long explanation about charity donation appears polished but shallow, with generic reassurance, adds emotional pressure after the receiver hesitates, and no specific shared background. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","A long explanation about charity donation appears polished but shallow, with generic reassurance, adds emotional pressure after the receiver hesitates, and no specific shared background. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",False,279,38,0,0,0.0084,0,0,0,0,charity donation,SMS,Chat App,authority,Pushes immediate action,3
16679,Fake,High,"The sender creates a believable story around clarifying assignment requirements, but then mentions a deadline that was never announced, applies guilt pressure, and requests that the receiver send a one-time password. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","The sender creates a believable story around clarifying assignment requirements, but then mentions a deadline that was never announced, applies guilt pressure, and requests that the receiver send a one-time password. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",False,309,44,0,0,0.0077,0,0,1,1,investment platform,SMS,Voice Transcript,guilt,Pushes immediate action,9
17597,Fake,High,"A fake-looking conversation about investment platform asks the receiver to avoid calling the official office, while the sender asks for a screenshot of a confirmation code and avoids a clear identity check. The conversation attempts to control the receiver's next action rather than allow independent verification.","about investment platform asks the receiver to avoid calling the official office, while the sender asks for a screenshot of a confirmation code and avoids a clear identity check. The conversation attempts to control the receiver's next action rather than allow independent verification.",True,314,46,0,0,0.0076,0,0,0,0,investment platform,Voice Transcript,Voice Transcript,panic,Pushes immediate action,10
17005,Fake,High,"The message imitates the telecom office, creates a deadline around mobile wallet, mentions a delayed verification window, and discourages the receiver from verifying independently. The request becomes unsafe because it combines identity uncertainty with a sensitive action.","The message imitates the telecom office, creates a deadline around mobile wallet, mentions a delayed verification window, and discourages the receiver from verifying independently. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",False,273,37,0,0,0.0086,0,0,1,0,mobile wallet,Email,Voice Transcript,sympathy,Pushes immediate action,10
9285,Real,Low,"The dialogue is consistent with genuine communication because it discusses sending a polite reminder, allows time for checking the information, and contains no hidden identity claim. The receiver can verify it through the government helpdesk, so the risk remains limited.",", allows time for checking the information, and contains no hidden identity claim. The receiver can verify it through the government helpdesk,.",True,271,40,0,0,0.0088,0,0,0,0,banking,WhatsApp,Email,none,No verification needed,1
979,Real,Low,"Zainab writes about clarifying assignment requirements in the family emergency setting, and the conversation stays practical because the sender accepts a normal call-back and simply asks the receiver to check the appointment slot. The conversation remains focused on coordination rather than pressure or reward.","Zainab writes about clarifying assignment requirements in the family emergency setting, and the conversation stays practical because the sender accepts a normal call-back and simply asks the receiver to check the appointment slot. The conversation remains focused on coordination rather than pressure or reward.",False,311,44,0,0,0.0076,0,0,0,0,family emergency,Voice Transcript,Email,none,No verification needed,1
3368,Real,Low,"The exchange concerns confirming office hours, where Grace provides a reasonable explanation, mentions a mutually known detail, and waits for the receiver to respond normally. The conversation remains focused on coordination rather than pressure or reward.","The exchange concerns confirming office hours, where Grace provides a reasonable explanation, mentions a mutually known detail, and waits for the receiver to respond normally. The conversation remains focused on coordination rather than pressure or reward.",False,256,36,0,0,0.0139,0,0,0,0,utility billing,Email,Voice Transcript,trust,Allows verification,0
5072,Fake,High,"The message imitates the visa center, creates a deadline around loan approval, mentions a deadline that was never announced, and discourages the receiver from verifying independently. The receiver is not given a safe chance to confirm the claim through the visa center.","The message imitates the visa center, creates a deadline around loan approval, mentions a deadline that was never announced, and discourages the receiver from verifying independently. The receiver is not given a safe chance to confirm the claim through the visa center.",True,269,42,0,0,0.009,0,0,1,0,loan approval,Email,Voice Transcript,fear,Pushes immediate action,10
18508,Suspicious,Medium,"Noor's message begins with a human note about clarifying assignment requirements, then becomes unusually polished, claims the system will automatically close the request, and adds persuasive pressure near the end. The risk increases because the message links exam registration with reward and immediate compliance.","Noor's message begins with a human note about clarifying assignment requirements, then becomes unusually polished, claims the system will automatically close the request, and adds persuasive pressure near the end. the message links exam registration with reward and immediate compliance.",True,314,44,0,0,0.0075,0,0,1,0,exam registration,Chat App,Email,reward,Allows verification,3
2512,Fake,Critical,"The message imitates the pharmacy desk, creates a deadline around clinic follow-up, gives no verifiable institutional contact, and discourages the receiver from verifying independently. The suspicious part is that the sender mentions a delayed verification window while demanding that the receiver avoid calling the official office.","The message imitates the pharmacy desk, creates a deadline around clinic follow-up, gives no verifiable institutional contact, and discourages the receiver from verifying independently. the sender mentions a delayed verification window while demanding that the receiver avoid calling the official office.",True,332,46,0,0,0.0071,0,0,1,0,clinic follow-up,Email,Voice Transcript,guilt,Pushes immediate action,10
2874,Real,Medium,"In a normal conversation about asking for a prescription refill reminder, the sender asks to reply when free, gives enough background, and does not force immediate action. The conversation remains focused on coordination rather than pressure or reward.","In a normal conversation about asking for a prescription refill reminder, the sender asks to reply when free, gives enough background, and does not force immediate action. The conversation remains focused on coordination rather than pressure or reward.",False,252,38,0,0,0.0095,0,0,1,0,pharmacy delivery,Email,Voice Transcript,none,Allows verification,2
4089,Real,Low,"The exchange concerns asking for a prescription refill reminder, where Bilal provides a reasonable explanation, gives a clear non-financial purpose, and waits for the receiver to respond normally. The conversation remains focused on coordination rather than pressure or reward.","The exchange concerns asking for a prescription refill reminder, where Bilal provides a reasonable explanation, gives a clear non-financial purpose, and waits for the receiver to respond normally. The conversation remains focused on coordination rather than pressure or reward.",False,277,39,0,0,0.0129,0,0,0,0,internet service,WhatsApp,Voice Transcript,trust,No verification needed,0
14862,Fake,High,"The sender creates a believable story around asking for a location pin, but then uses a new contact number without explanation, applies sympathy pressure, and requests that the receiver share a wallet PIN. The risk increases because the message links online shopping with sympathy and immediate compliance.","The sender creates a believable story around asking for a location pin, but then uses a new contact number without explanation, applies sympathy pressure, and requests that the receiver share a wallet PIN. the message links online shopping with sympathy and immediate compliance.",True,306,47,0,0,0.0196,0,0,1,1,online shopping,Chat App,Voice Transcript,sympathy,Refuses call-back,9
12107,Fake,Critical,"A suspicious sender pretends to be Friend, claims there is a problem in investment platform, ignores a direct question and repeats the instruction, and asks the receiver to avoid calling the official office. The risk increases because the message links investment platform with panic and immediate compliance.","pretends to be Friend, claims there is a problem in investment platform, ignores a direct question and repeats the instruction, and asks the receiver to avoid calling the official office. the message links investment platform with panic and immediate compliance.",True,309,47,0,0,0.0116,0,0,1,0,investment platform,Email,Voice Transcript,panic,Requests secrecy,10
